,comments,created_time,from,id,likes,content,shares,type,,,,
26,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-23 20:54:06,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_961547003928661,"{u'paging': {u'cursors': {u'after': u'MTAyMDU5NzAyNDMxMjE0Njk=', u'before': u'MTAyMDY4OTg2ODYyMDA5Nzc='}}, u'data': [{u'id': u'10206898686200977', u'name': u'Nelson Roa Molina'}, {u'id': u'1091280937589483', u'name': u'Juan Alexis Montiel Mauna'}, {u'id': u'10208546411635136', u'name': u'Jose Antonio Contreras Morales'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'962951857125350', u'name': u'Nadia Nataly Salas Donoso'}, {u'id': u'947611455262829', u'name': u'Veronica Gonzalez Jara'}, {u'id': u'10205970243121469', u'name': u'Evelyn Velásquez Vargas'}], u'summary': {u'total_count': 8}}",hoy vivimos una hermosa jornada en el zoologico metropolitano junto al equipo de #ChilenosconDecisión #Metropolitana y las niñas del hogar. #ONGSOCIAL #EnTerrenoJuntoATi #Sumate,{u'count': 4},photo,,,,
27,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-23 15:35:17,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_961394210610607,"{u'paging': {u'cursors': {u'after': u'MTAyMDYwNTEzODYzOTA1Nzk=', u'before': u'NzQxNDcwNDI1OTgzNTQ2'}}, u'data': [{u'id': u'741470425983546', u'name': u'Maly Theodore Peter James'}, {u'id': u'10204852357204099', u'name': u'Damian Sanchez Sepulveda'}, {u'id': u'10208397971088271', u'name': u'Rebeca Fuentealba'}, {u'id': u'10152883364391037', u'name': u'Jenny Dávila'}, {u'id': u'10153928912873887', u'name': u'Erika Alcayaga Sáez'}, {u'id': u'962951857125350', u'name': u'Nadia Nataly Salas Donoso'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205697017208941', u'name': u'Nayareth Mayerling Farfán Alvarado'}, {u'id': u'10206051386390579', u'name': u'Ninoshka Alejandra'}], u'summary': {u'total_count': 10}}",Ahora nuestro equipo de #ChilenosconDecisión #Metropolitana  junto a las niñas del hogar San Francisco de Regis.  camino a la actividad en el Zoologico  metropolitano #ONGSOCIAL #EnTerrenoJuntoATi,{u'count': 1},photo,,,,
28,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-22 20:49:10,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_960983580651670,"{u'paging': {u'cursors': {u'after': u'MTAyMDU5NzAyNDMxMjE0Njk=', u'before': u'OTYyOTUxODU3MTI1MzUw'}}, u'data': [{u'id': u'962951857125350', u'name': u'Nadia Nataly Salas Donoso'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205970243121469', u'name': u'Evelyn Velásquez Vargas'}], u'summary': {u'total_count': 3}}",#chilenoscondecision #Atacama #ONGsocial #EnTerrenoJuntoATi,{u'count': 2},photo,,,,
29,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-21 01:12:07,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_960143037402391,"{u'paging': {u'cursors': {u'after': u'MTAxNTM0MzM5NjEzMzE3MDU=', u'before': u'MTAxNTI5MzIzMTYyMTQ1NDk='}}, u'data': [{u'id': u'10152932316214549', u'name': u'Damaris Vito'}, {u'id': u'1699556380261254', u'name': u'SmileLibreria Torres'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'833217433462404', u'name': u'Katyy Gavilan Alvarez'}, {u'id': u'10153433961331705', u'name': u'Pachi Buch Santos'}], u'summary': {u'total_count': 5}}","Nuestro equipo de #ChilenosconDecisión #LosLagos trabajando en proyectos sociales para su comunidad en la isla de Chiloe. en la foto Jenny Dávila, Damaris  y Erika. #ONGSOCIAL #EnTerrenoJuntoATi",{u'count': 1},photo,,,,
30,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-18 02:07:48,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_958604620889566,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}","URGENTE!!!!  CAMBIO DE FECHA DEL PASEO DE LOS ABUELITOS PARA EL JUEVES 21 DE ENERO.
Necesitamos ayuda para realizar un paseo con los abuelitos del programa del hogar de Cristo PADAM. Por fa nos quedan poquitos días, cualquier ayuda sirve. 
Neceistamos urgente:
20 presas de pollo.
agua.
bebidas light
tomate
lechuga
tomate
pan

Debemos reunir almuerzo para 40 personas aproximadamente. Por fa ayudenos!!!!. Nos quedan pocos días. Cualquier ayuda sirve. Recibimos donacion en dinero desde regiones. Para saber más de nosotros visita Chilenos Con Decisión Atacama
#chilenoscondecisión #Atacama #ONGSocial #EnTerrenoJuntoATi",,photo,,,,
31,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-17 01:35:38,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_958058614277500,"{u'paging': {u'cursors': {u'after': u'MTAyMDY0NzExMDc1NjA3NjQ=', u'before': u'MTY5OTU1NjM4MDI2MTI1NA=='}}, u'data': [{u'id': u'1699556380261254', u'name': u'SmileLibreria Torres'}, {u'id': u'10206012739974826', u'name': u'Leyla Selena Ramos Zamora'}, {u'id': u'1091280937589483', u'name': u'Juan Alexis Montiel Mauna'}, {u'id': u'10206051386390579', u'name': u'Ninoshka Alejandra'}, {u'id': u'10206471107560764', u'name': u'Pablo José Fuentes'}], u'summary': {u'total_count': 5}}",Hoy durante nuestra actividad para los niños del campamento en #Chañaral  el gran equipo de #ChilenosconDecisión #Atacama #ONGSOCIAL #EnTerrenoJuntoATi  entregando alegrías y felicidad.,{u'count': 9},photo,,,,
32,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-17 01:20:26,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_958046007612094,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTY5OTU1NjM4MDI2MTI1NA=='}}, u'data': [{u'id': u'1699556380261254', u'name': u'SmileLibreria Torres'}, {u'id': u'1091280937589483', u'name': u'Juan Alexis Montiel Mauna'}, {u'id': u'10152883364391037', u'name': u'Jenny Dávila'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'1529123840706956', u'name': u'Nelly Briceño Moreno'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 6}}",presentamos  parte del equipo de #ChilenosconDecisión #Atacama #ONGSOCIAL #EnTerrenoJuntoATi en #Chañaral,{u'count': 7},photo,,,,
33,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-16 14:04:57,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_957808914302470,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDQ1NjE5OTkxODcyNjM='}}, u'data': [{u'id': u'10204561999187263', u'name': u'Isis Neder'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}","Estamos en camino #ChilenosconDecisión 
#Atacama #ONGSOCIAL #EnTerrenoJuntoATi ahora desde Copiapo a Chañaral nuestra coordinadora  regional de Atacama Solange Solar, su esposo Ernesto Duran  y nuestro presidente  Christopher Bravo en camino  a una actividad social",{u'count': 1},photo,,,,
34,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPVFUzTlRRNU16VXdPVGsxTURrek9qRTBOVEk1TURneE5EYz0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZPVFUzTlRRNU16VXdPVGsxTURrek9qRTBOVEk1TURneE5EYz0='}}, u'data': [{u'message': u'Un abrazo gigante!!! Suerte!!', u'from': {u'name': u'Roama Espinoza Amigo', u'id': u'10207355540268841'}, u'id': u'957500827666612_957549350995093'}], u'summary': {u'total_count': 1, u'order': u'ranked'}}",2016-01-15 23:56:36,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_957500827666612,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDYwMTI3Mzk5NzQ4MjY='}}, u'data': [{u'id': u'10206012739974826', u'name': u'Leyla Selena Ramos Zamora'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'612032572256786', u'name': u'M Ynes Torres'}, {u'id': u'947611455262829', u'name': u'Veronica Gonzalez Jara'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 5}}",Nuestro presidente Christopher Roberto Bravo Ramirez inicia gira de 48 horas junto al equipo de #ChilenosconDecisión #Atacama grabando el tercer capítulo  de nuestro programa #EnTerrenoJuntoATi  #ONGSOCIAL en las comunas de Copiapo  y Chañaral,{u'count': 4},photo,,,,
36,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-15 01:46:02,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_957070764376285,"{u'paging': {u'cursors': {u'after': u'MTAyMDU5NzAyNDMxMjE0Njk=', u'before': u'MTAyMDYwMTI3Mzk5NzQ4MjY='}}, u'data': [{u'id': u'10206012739974826', u'name': u'Leyla Selena Ramos Zamora'}, {u'id': u'10205970243121469', u'name': u'Evelyn Velásquez Vargas'}], u'summary': {u'total_count': 2}}","Hola!!!! Si eres solidario, actuas por tratar de mejorar un poquito más este mundo, eres de las personas que de derrite por la sonrisa de un niño o un calido apreton de manos de un abuelito. Que esperas!!!! te invitamos a ser parte de este lindo equipo y unirte como voluntario. Visita Chilenos Con Decisión Atacama
#chilenoscondecisión #Atacama, #ONGSOCIAL, #EnTerrenoJuntoATI",,photo,,,,
37,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-14 03:02:25,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_956637924419569,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDU5NTA1Mzk5NDUzMjk='}}, u'data': [{u'id': u'10205950539945329', u'name': u'Francisca Belén Zúñiga Alarcón'}, {u'id': u'10205970243121469', u'name': u'Evelyn Velásquez Vargas'}, {u'id': u'10202132099462251', u'name': u'Trunce Hernandez Catherinne'}, {u'id': u'10208603036974073', u'name': u'Alexandra Morales Campos'}, {u'id': u'10205327476330903', u'name': u'Nicole Labra'}, {u'id': u'10204029677372066', u'name': u'Dalis Loreto Castillo Molina'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 7}}",Nuestro equipo de #ChilenosconDecisión #Maule en actividad social junto al hogar de menores San Benito  de la comuna de Linares. niños felices y gran compromiso de nuestro equipo. #ONGSOCIAL #EnTerrenoJuntoATi,{u'count': 4},photo,,,,
38,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-12 16:52:44,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_955961571153871,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAxNTI5MzIzMTYyMTQ1NDk='}}, u'data': [{u'id': u'10152932316214549', u'name': u'Damaris Vito'}, {u'id': u'741470425983546', u'name': u'Maly Theodore Peter James'}, {u'id': u'780788552053102', u'name': u'Daniela Medina'}, {u'id': u'10204767628372297', u'name': u'Yvonne Lecaros Sandoval'}, {u'id': u'10207583859213983', u'name': u'Juan Guillermo'}, {u'id': u'10205040329229575', u'name': u'Denisse Fruttero'}, {u'id': u'10153272072169881', u'name': u'Andrea Varas Moreno'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 9}}",En reunión de trabajo. nuestro presidente de #ChilenosconDecisión Christopher Bravo Ramirez y nuestra coordinadora regional de#ChilenosconDecisión  #LosLagos Jenny Dávila. planificando obra social en la región. #ONGSOCIAL #EnTerrenoJuntoATi,{u'count': 1},photo,,,,
39,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-12 01:42:39,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_955679317848763,"{u'paging': {u'cursors': {u'after': u'MTAyMDU5NzAyNDMxMjE0Njk=', u'before': u'MTAyMDYwMTI3Mzk5NzQ4MjY='}}, u'data': [{u'id': u'10206012739974826', u'name': u'Leyla Selena Ramos Zamora'}, {u'id': u'10208100020317621', u'name': u'Agatha Alexandra Reyes Barrios'}, {u'id': u'10204561999187263', u'name': u'Isis Neder'}, {u'id': u'10205970243121469', u'name': u'Evelyn Velásquez Vargas'}], u'summary': {u'total_count': 4}}","Emily necesita 7.000 padrinos, para comprar su remedio mensual. Solo pedimos $1.000 mensuales. Ella padece una enfermedad rara y necesita el remedio para mejorar su calidad de vida. Si quieres ser su padrino únete a @todos apadrinemos a Emily Vergara.
#chilenoscondecision #atacama #ONGSocial #EnTerrenoJuntoATi",{u'count': 3},photo,,,,
40,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-12 01:08:02,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_955668194516542,"{u'data': [], u'summary': {u'total_count': 0}}","Hola!!!! Si eres solidario, actuas por tratar de mejorar un poquito más este mundo, eres de las personas que de derrite por la sonrisa de un niño o un calido apreton de manos de un abuelito. Que esperas!!!! te invitamos a ser parte de este lindo equipo y unirte como voluntario. Visita Chilenos Con Decisión Atacama
#chilenoscondecisión #Atacama, #ONGSOCIAL, #EnTerrenoJuntoATI",,photo,,,,
41,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-12 00:49:13,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_955661857850509,"{u'paging': {u'cursors': {u'after': u'MTAyMDczNTU1NDAyNjg4NDE=', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10203442835249978', u'name': u'Ernesto Duran'}, {u'id': u'612032572256786', u'name': u'M Ynes Torres'}, {u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}], u'summary': {u'total_count': 4}}",Entrega del premio rifa Atacama. Premio $40.000. Gracias a todos los que nos ayudaron y felicitaciones al ganador Ernesto Durán,{u'count': 1},photo,,,,
42,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-11 01:11:59,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_955142734569088,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}","Hola!!!! Necesitamos ayuda para realizar un paseo con los abuelitos del programa del hogar de Cristo PADAM. Por fa nos quedan poquitos días, cualquier ayuda sirve. Nos urge el pollo y los chorizos especialmente que es lo más difícil de conseguir. Debemos reunir almuerzo para 40 personas aproximadamente. Por fa ayudenos!!!!. Cualquier ayuda sirve. Recibimos donacion en dinero desde regiones. 
#chilenoscondecisión #Atacama #ONGSocial #EnTerrenoJuntoATi",,photo,,,,
43,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-09 22:15:04,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_954528064630555,"{u'paging': {u'cursors': {u'after': u'MTAyMDU5NTA1Mzk5NDUzMjk=', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205950539945329', u'name': u'Francisca Belén Zúñiga Alarcón'}], u'summary': {u'total_count': 2}}",parte del equipo de #ChilenosconDecisión #Tarapaca en terreno visitando pueblos en la región.  nuevos  contactos y redes para hacer obra social en la localidad,{u'count': 2},video,,,,
44,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-09 00:30:29,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_954074698009225,"{u'paging': {u'cursors': {u'after': u'MTAyMDU5NzAyNDMxMjE0Njk=', u'before': u'MTAyMDczNTU1NDAyNjg4NDE='}}, u'data': [{u'id': u'10207355540268841', u'name': u'Roama Espinoza Amigo'}, {u'id': u'1581499975476669', u'name': u'Naduriz Valdes Saary'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}, {u'id': u'10205970243121469', u'name': u'Evelyn Velásquez Vargas'}], u'summary': {u'total_count': 4}}","#ChilenosConDecision #METROPOLITANA #ONGSOCIAL    El Gobierno Regional Metropolitano de Santiago a traves del 2% de Seguridad Financia el proyecto ""Santiago Yo te Quiero Seguro"" Que ejecuta nuestra O.N.G. Chilenos con Decision instalando 50 alarmas comunitarias para los vecinos de la comuna de Santiago centro en la comunidad de Rogelio Ugarte, Ñuble y Plaza Bogota.

https://www.youtube.com/watch?v=_CZXmTKluiw&feature=youtu.be",{u'count': 6},video,,,,
45,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2016-01-08 15:17:02,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_953867058029989,"{u'paging': {u'cursors': {u'after': u'MTY5OTU1NjM4MDI2MTI1NA==', u'before': u'MTY5OTU1NjM4MDI2MTI1NA=='}}, u'data': [{u'id': u'1699556380261254', u'name': u'SmileLibreria Torres'}], u'summary': {u'total_count': 1}}",te invitamos a ver el capítulo 1 de nuestro programa #EnTerrenoJuntoATi  junto al equipo de #ChilenosconDecisión #Tarapaca #ONGSOCIAL,{u'count': 5},video,,,,
