,A,date,C,D,content,,
144,"6,7502733610281E+017",2015-12-10 19:00:32,2,2,En el #DiadelosDerechosHumanos reconocemos la igualdad de derechos como pilar fundamental de sociedad https://t.co/OHCOTsb0Sz,,
145,"6,74994397679849E+017",2015-12-10 16:49:39,8,7,Tras los acontecimientos ocurridos este año en Chile y el mundo ¿Qué te parece la reflexión del Padre Pablo Walker? https://t.co/Z3B6f2ZhnN,,
146,"6,74972048716923E+017",2015-12-10 15:20:51,1,0,My best RTs this week came from: @GlamoramaCL @franciscaayala #thankSAll Who were yours? https://t.co/1KXstNsKpe,,
147,"6,73986564662403E+017",2015-12-07 22:04:53,0,5,RT @Soc_Anonima: Campaña de Navidad del @Hdecristo invita a recobrar el espíritu original de esta celebración https://t.co/W8fA3dy3C4 https…,,
148,"6,73278857160585E+017",2015-12-05 23:12:43,0,13,"RT @DirectoraSenama: Reconocemos en el voluntariado a personas mayores un compromiso, responsabilidad y sentido Social  incalculable! https…",,
149,"6,73180901774357E+017",2015-12-05 16:43:28,0,28,"RT @Inst_Felicidad: Feliz #DíadelVoluntario, ¡porque hacer voluntariado es querer cambiar el mundo! https://t.co/U30ihTUIx8",,
150,"6,7318082520318E+017",2015-12-05 16:43:10,0,8,"RT @TECHOChile: ""Ser #voluntario es reivindicar justicia. La #desigualdad d todo el año es + brutal q un desastre natural"", Tomás Seballos …",,
151,"6,73180284251148E+017",2015-12-05 16:41:01,0,3,RT @Populusaurio: Saludamos en el #diadelvoluntario a lxs que hicieron posible @Populusaurio y trabajaron por un país más democrático! http…,,
152,"6,73126123014922E+017",2015-12-05 13:05:48,0,1,RT @gustavotang: En Jardín Infantil del @Hdecristo en ceremonia de cierre de año y día del voluntariado #Coquimbo https://t.co/bE0ip4g8Za,,
153,"6,73125992798495E+017",2015-12-05 13:05:17,0,1,"RT @RNE_Alpha_8: En el  Dia Internacional del Voluntariado, un saludo fraterno a todos los voluntarios de @Hdecristo  . Gracias por su entr…",,
154,"6,72852734593364E+017",2015-12-04 18:59:27,0,7,RT @FTrascender: ¿Qué falta para que más personas hagan voluntariado? ¿Mejor organización o más corazón &lt,3? #DíaVoluntarios https://t.co/Bd…,
155,"6,72777148491526E+017",2015-12-04 13:59:06,5,7,. @franciscaayala también se adelantó a la Navidad y decidió regalar cariño 💚  #RegalodeCorazón https://t.co/zCxvaIsXSl,,
156,"6,72775551124447E+017",2015-12-04 13:52:45,3,3,Miren quien nos vino a visitar! @hotuititeao vino a entregar un #RegalodeCorazón y se llevó este tremendo abrazo! 😊 https://t.co/1x9kp8DKxu,,
157,"6,72771727726899E+017",2015-12-04 13:37:34,0,0,Para que se la regales a alguien que necesite de tu tiempo #RegalodeCorazon   https://t.co/WtrDdai1zE,,
158,"6,72758320218956E+017",2015-12-04 12:44:17,2,2,"Una selfie, un abrazo, un te quiero. Esta Navidad entrega un #RegalodeCorazón https://t.co/i30t9lLZld",,
159,"6,72752413573579E+017",2015-12-04 12:20:49,0,3,Queremos que tu día comience de la mejor manera. Estamos esperándote en Paseo Las Palmas 👋 #RegalodeCorazón https://t.co/Cc8Q6Rmjbd,,
160,"6,72748335585993E+017",2015-12-04 12:04:36,2,0,Comprobado! Un abrazo te puede cambiar el día ☀️ Ven por tu #RegalodeCorazón al Paseo las Palmas! https://t.co/mHMBjhNYmR,,
161,"6,72747703365968E+017",2015-12-04 12:02:06,1,2,@Hdecristo @marce_dra @verfranco  @FranPisca @TRAUtooelrato favor apoyar campaña 💚 @clau_tj,,
162,"6,72743521917497E+017",2015-12-04 11:45:29,3,9,"El padre Pablo Walker invitando a vivir una navidad con sentido, disfrutando las cosas simples #RegalodeCorazón https://t.co/mnOfdcOP45",,
163,"6,7274072432513E+017",2015-12-04 11:34:22,1,4,Nos adelantamos a la Navidad! Ven por tu #RegalodeCorazón! 💚 https://t.co/UBSbONtqvw,,
164,"6,72737910286852E+017",2015-12-04 11:23:11,0,1,Junto a Pancho Melo estamos dando inicio a una Navidad con sentido en Paseo Las Palmas. Ven y… https://t.co/aVF2bZ89x4,,
165,"6,72736337863303E+017",2015-12-04 11:16:56,1,0,"Ya estamos en Paseo Las Palmas!  Ven a darte una vuelta, tenemos un #RegalodeCorazón esperándote 😊 https://t.co/qLLQQwS9i9",,
166,"6,72435329010426E+017",2015-12-03 15:20:50,2,0,My best RTs this week came from: @JPQueralto @CREASUAH @RomiMMDR #thankSAll Who were yours? https://t.co/1KXstNsKpe,,
167,"6,72075526333444E+017",2015-12-02 15:31:06,0,5,RT @LuisLarrain: En reunión en @Minrel_Chile por @unasur con otras ONG como @corp_opcion @acciongay @movilh @corphumanas @Hdecristo @Ch_Tra…,,
168,"6,71448798149915E+017",2015-11-30 22:00:43,3,4,Nuestra Directora social Verónica Monroy expresa las preocupaciones del bajo presupuesto 2016 para bienestar social https://t.co/piY1H3Ku7Y,,
169,"6,71417204471124E+017",2015-11-30 19:55:10,0,1,"RT @empleahc: La tasa de desempleo cae a un 6,3 % en Emplea esperamos que cada día esta cifra baje más en pro de las personas que más lo ne…",,
170,"6,71401293567668E+017",2015-11-30 18:51:57,0,1,"Lee ""De acuerdo a la disponibilidad presupuestaria"" columna de nuestra Dir Social Verónica Monroy https://t.co/yZkywNIvIe vía @Cooperativa",,
171,"6,70720218373689E+017",2015-11-28 21:45:36,0,3,RT @DavidEVarelaG: Jóvenes programa Becas 2do año participan en actividad de paint ball. @andreacoxgarcia @Sumate_Fund @Hdecristo https://t…,,
172,"6,70341934410502E+017",2015-11-27 20:42:26,0,11,RT @Educacion2020: Chile es el tercer país de la OCDE donde familias más gastan en educación superior https://t.co/X7Su4uElYQ vía @T13 http…,,
173,"6,70316312237773E+017",2015-11-27 19:00:37,1,0,"Este fin de semana, transfórmate en el más solidario de tu familia y dedícate a entregar amor, puro amor :) &lt;3 https://t.co/dW6xlwO7Pm",,
174,"6,70252168948093E+017",2015-11-27 14:45:44,0,0,"How I did on Twitter this week: 12 New Followers, 19 Mentions, 27.7K Mention Reach. How'd your week go? via https://t.co/4kEUPOunY8",,
175,"6,70230885279642E+017",2015-11-27 13:21:09,0,3,RT @fparentesis: Importantes datos sobre los adolescentes y el alcohol reveló una sistematización realizada por Paréntesis. Más aquí. https…,,
176,"6,70054266141327E+017",2015-11-27 01:39:20,0,3,RT @rerpels: En #CenaPanYVino Arica. Un gran reconocimiento al @Hdecristo por su hermosa labor de solidaridad. https://t.co/zlSOZepWqG,,
177,"6,69964564331684E+017",2015-11-26 19:42:54,4,1,"Buen viaje, los esperamos!!!!!😊 https://t.co/4fLTOOPbqE",,
178,"6,69898613477216E+017",2015-11-26 15:20:50,2,0,My best RTs this week came from: @hotuititeao @MalyJorquiera #thankSAll Who were yours? https://t.co/1KXstNsKpe,,
179,"6,69636877914239E+017",2015-11-25 22:00:47,3,2,En el #DíaInternacionaldelaEliminacióndelaViolenciaContralaMujer nos declaramos en contra de todo tipo de maltrato✋👩 https://t.co/02iokSZ9X3,,
180,"6,69531108711772E+017",2015-11-25 15:00:30,1,0,También nos sumamos al llamado a erradicar todas las formas de violencia contra las mujeres @ComunidadMujer https://t.co/1eUmXgu0c6,,
181,"6,69527737611194E+017",2015-11-25 14:47:06,3,3,Hoy es el Día Internacional de la Eliminación de la Violencia contra la Mujer ¡digamos #NoalaViolenciadeGenero ! https://t.co/wbxAtizNF1,,
182,"6,69516155263001E+017",2015-11-25 14:01:05,2,2,Felicidades!!!!! :) https://t.co/JF6OBNK1kw,,
183,"6,69506303857938E+017",2015-11-25 13:21:56,0,1,"RT @fparentesis: El libro ""Nada sobre Nosotros sin Nosotros"" lo puedes descargar en https://t.co/D6x2rZtOpr cc @Hdecristo",,
184,"6,69265910654304E+017",2015-11-24 21:26:42,2,6,Envía buenos deseos a través de nuestras tarjetas 🎅 y estarás donando una cena para el Hogar https://t.co/EmSm5M0fCU https://t.co/KRmRYq4xaD,,
185,"6,69256104019407E+017",2015-11-24 20:47:44,0,1,RT @empleahc: @empleahc en Seminario Buenas Prácticas Laborales con  @Senda_gob. Excelent trabajo de Prog.Orientación Sociolaboral https://…,,
186,"6,68896131011736E+017",2015-11-23 20:57:19,2,5,¡Esta Navidad regala una tarjeta @Hdecristo a un ser querido y estarás ayudando a nuestros acogidos! https://t.co/mPe5Fh0QrJ,,
187,"6,68884056776581E+017",2015-11-23 20:09:21,0,0,@Grace_Hanson_ envíanos un DM y te ayudamos por esta vía. :),,
188,"6,67841265300595E+017",2015-11-20 23:05:40,0,3,Hoy celebramos el Día Internacional de los Derechos del Niño con la sonrisa de ellos como bandera de lucha :D https://t.co/HiZDtBNpIH,,
189,"6,67824879341691E+017",2015-11-20 22:00:33,0,1,Jóvenes realizaron caminata por sus derechos https://t.co/k1lp9RKyrQ https://t.co/us759kDXip,,
190,"6,6781726979215E+017",2015-11-20 21:30:19,4,3,Hoy en la Cena pan y Vino San Antonio 2015 estarán @MalyJorquiera y nuestro amigo @hotuititeao ¡mucha suerte! https://t.co/cUENZFg3kE,,
191,"6,67805572570345E+017",2015-11-20 20:43:50,0,1,"RT @SenamaAraucania: Cierre taller pintura en Yeso comuna de Lonquimay y Curacautin, integrado por mayores del @Hdecristo https://t.co/6bEJ…",,
192,"6,67732225576841E+017",2015-11-20 15:52:23,0,1,"La discriminación que sufren y las preocupaciones que tienen los jóvenes, expresadas con humor https://t.co/s1piSeuNA0 #opinaresmiderecho",,
193,"6,67725341805437E+017",2015-11-20 15:25:01,0,2,"RT @educaVED: @RamonFarias ""lo que Uds. están haciendo es histórico... si participan las cosas van a cambiar"" #opinaresmiderecho https://t.…",,
194,"6,67725291058516E+017",2015-11-20 15:24:49,0,4,RT @Iglesiastgo: AHORA: Diputado @RamonFarias instó a jóvenes a seguir trabajando/ cierre congreso BICE @educaVED #opinaresmiderecho https:…,,
195,"6,67725224679461E+017",2015-11-20 15:24:33,0,1,RT @educaVED: Concluye encuentro de jóvenes ProBice Chile con autoridades en el ex Congreso #opinaresmiderecho  @Iglesiastgo https://t.co/r…,,
196,"6,67719778237329E+017",2015-11-20 15:02:55,0,2,Un extracto de la carta que niñ@s y jóvenes entregaron en el ex Congreso esta mañana. #opinaresmiderecho https://t.co/9hheY4wkuK,,
197,"6,67717798899094E+017",2015-11-20 14:55:03,0,1,"""Disminuir el gasto en defensa y aumentar el gasto en educación"" 1 d las propuestas de los Jóvenes del congreso BICE https://t.co/9cnAJe2f5p",,
198,"6,67715447463264E+017",2015-11-20 14:45:42,0,0,"How I did on Twitter this week: 16 New Followers, 10 Mentions, 13.2K Mention Reach. How'd your week go? via https://t.co/4kEUPOunY8",,
199,"6,67715140301754E+017",2015-11-20 14:44:29,0,1,Niñ@s y jóvenes entregan sus propuestas y opiniones en el ex-congreso en el #DiaUniversalDelNino #opinaresmiderecho https://t.co/bilnlhMy01,,
200,"6,67714355056742E+017",2015-11-20 14:41:22,0,2,RT @FeyalegriaCH: Jóvenes entregan propuestas emanadas drl congreso #opinaresmiderecho @Hdecristo @caritaschile @Iglesiastgo https://t.co/j…,,
201,"6,67712557789135E+017",2015-11-20 14:34:13,3,5,Hoy es el Día Internacional de los Derechos del Niño y ellos se manifiestan #OpinarEsMiDerecho #DiaUniversalDelNino https://t.co/CICFteDUGc,,
202,"6,67703621694456E+017",2015-11-20 13:58:43,0,44,RT @UnicefChile: Hoy conmemoramos el #DiaUniversalDelNiño y en UNICEF Chile decimos: #ActúaContraLoInjusto https://t.co/6ExTJP8pPE https://…,,
203,"6,67697119952806E+017",2015-11-20 13:32:53,0,5,RT @FeyalegriaCH: Jóvenes de Chile en Congreso por la participación y derechos  #opinaresmiderecho @Hdecristo @Maristas_Chile https://t.co/…,,
204,"6,67389014408872E+017",2015-11-19 17:08:35,0,3,"""porque opinar es un derecho, participemos de los hechos” dicen los jóvenes en Congreso BICE #opinaresmiderecho https://t.co/lse5jlCoMl",,
205,"6,67370309406859E+017",2015-11-19 15:54:15,1,2,¡Mañana es la Cena Pan y Vino 2015 en San Antonio! consigue tu entrada al fono: 93324486 https://t.co/Ctt5OhWslD,,
206,"6,67361897344315E+017",2015-11-19 15:20:49,2,0,My best RTs this week came from: @Educacion2020 @tavo_ucatolica #thankSAll Who were yours? https://t.co/1KXstNsKpe,,
207,"6,67130562201694E+017",2015-11-19 00:01:35,1,1,"Imágenes del inicio del Congreso BICE de niños, niñas y adolescentes #opinaresmiderecho https://t.co/gJJ3o4gmXs",,
208,"6,67129909328937E+017",2015-11-18 23:58:59,0,2,RT @FeyalegriaCH: Un centenar de jóvenes se reúnen en congreso sobre participación y derechos #opinaresmiderecho #derechosdelainfancia @Hde…,,
209,"6,67129133298749E+017",2015-11-18 23:55:54,1,1,Sabes que es el Congreso Mesa BICE Chile? Mira este video: https://t.co/mx1m9N7ASa,,
210,"6,67093153233641E+017",2015-11-18 21:32:56,0,3,RT @FeyalegriaCH: ¡Y así comienza el Congreso BICE! @Maristas_Chile @Hdecristo @SalesianosCL @iglesiachile https://t.co/wsxy5QKqLO,,
211,"6,67007798836875E+017",2015-11-18 15:53:46,0,1,RT @empleahc: Fundación Emplea presente en #smwsantiago https://t.co/LWvNILbWAS,,
212,"6,66998114281234E+017",2015-11-18 15:15:17,0,0,Mira acá los rostros que estarán en la Cena Pan y Vino 2015 de San Antonio https://t.co/Fte00kTxZ0,,
213,"6,66988016091701E+017",2015-11-18 14:35:09,2,4,“Por mí y por todas las mujeres”: Campaña 2015 para prevenir la violencia contra las mujeres https://t.co/4EcD0EfPRP,,
214,"6,66704232687518E+017",2015-11-17 19:47:30,0,1,RT @Sumate_Fund: Las escuelas de Súmate le ponen sabor a la educación. #TorneoGastronómicoSúmate https://t.co/kSej3hCilG,,
215,"6,6662853526886E+017",2015-11-17 14:46:42,0,3,"RT @fparentesis: El libro ""Nada sobre Nosotros sin Nosotros"" lo puedes descargar en https://t.co/D6x2rZtOpr cc @Hdecristo https://t.co/c5HS…",,
216,"6,66375363082248E+017",2015-11-16 22:00:41,0,0,Este 20 de noviembre será la Cena Pan y Vino en San Antonio 2015 https://t.co/vvkz3pynE1 ¡no faltes!,,
217,"6,66360344974086E+017",2015-11-16 21:01:01,0,0,Sabías q en latinoamérica 1 de cada 6 jóvenes abandona la educación secundaria? Mira infografía https://t.co/ggUFObDjiX vía @RevistaHumanum,,
218,"6,66345316409614E+017",2015-11-16 20:01:18,1,1,Nuestros amigos de @Educacion2020 nos invitan a #MejoraLaTécnica. ¡entra a https://t.co/ZKUzwr03KE y deja tu idea!,,
219,"6,66314908011782E+017",2015-11-16 18:00:28,0,0,¡Esta navidad haz un regalo con sentido! con nuestras tarjetas navideñas entrando aquí: https://t.co/7Bt5jnmacU https://t.co/ORvwzLp0wZ,,
220,"6,65982827092189E+017",2015-11-15 20:00:53,0,1,"Solidarizamos con las familias de las víctimas de los atentados ocurridos en Francia, nuestras oraciones y consuelo van para ellos.",,
221,"6,65178737747579E+017",2015-11-13 14:45:44,0,0,"How I did on Twitter this week: 34 New Followers, 49 Mentions, 1.3M Mention Reach. How'd your week go? via https://t.co/4kEUPOunY8",,
222,"6,64825183732179E+017",2015-11-12 15:20:50,1,0,My best RTs this week came from: @Educacion2020 @ana_josefa #thankSAll Who were yours? https://t.co/1KXstNsKpe,,
223,"6,64497815704457E+017",2015-11-11 17:39:59,4,0,¡Hoy saludamos a todo@s l@s asistentes sociales en su día! en especial a los que trabajan o colaboran en las Fundaciones @Hdecristo :),,
224,"6,64184196278039E+017",2015-11-10 20:53:46,2,1,Feliz Cumpleaños @fparentesis en estos 10años de trabajo creyendo en el poder de las personas para cambiar sus vidas https://t.co/k8LIKwOOUk,,
225,"6,64164429106438E+017",2015-11-10 19:35:14,0,3,"RT @fparentesis: Celebrando los 10 años de #FundacionParentesis junto a usuarios, trabajadores y amigos del @Hdecristo @pwalkersj https://t…",,
226,"6,64130891799769E+017",2015-11-10 17:21:58,0,1,"RT @fparentesis: Mañana transmisión vía streaming del Seminario ""Nada sobre Nosotros sin Nosotros"". Conéctate a través de https://t.co/ZXBG…",,
227,"6,63822450078126E+017",2015-11-09 20:56:19,0,1,RT @Patysarabia: Finalización cena pan y vino @Hdecristo #coyhaique @danielarauld @palabraderadio0 https://t.co/KUq81UWJhZ,,
228,"6,63821934619206E+017",2015-11-09 20:54:17,0,1,RT @durancheff: Escuela h. de cristo de la granja .. preparativos para el torneo gastronómico @Sumate_Fund @Hdecristo @ChefandHotel https:/…,,
229,"6,63778459358011E+017",2015-11-09 18:01:31,1,1,¿Por qué un nuevo grupo de países está cambiando la manera de medir la pobreza? https://t.co/VyXIcFHoX5 vía @RevistaHumanum,,
230,"6,63740456182882E+017",2015-11-09 15:30:31,3,3,"Esta es 1 de las ilustraciones de Juan Trujillo que puedes ver en la exposición ""Papel y Lápiz"" en @BibliotecadStgo https://t.co/xh8ozIZJ7E",,
231,"6,6372877282331E+017",2015-11-09 14:44:05,0,4,RT @durancheff: Ya estamos en la 1era escuela participante @Sumate_Fund @Hdecristo @Danunezp @SumasChef @MJoseGutland @chefmatamala https:/…,,
232,"6,63119094116389E+017",2015-11-07 22:21:26,3,3,Saludamos a nuestros amigos de @Educacion2020 @amnistiachile en @Populusaurio 2015 https://t.co/hZ0YwUP8ei,,
233,"6,63118128247923E+017",2015-11-07 22:17:36,0,2,Esta tarde en @Populusaurio estará el gran @nanostern ¡vente corriendo al Parque Bustamante! #EnTuCabezaHayUnPais https://t.co/bcU3HLyEOc,,
234,"6,63072151268958E+017",2015-11-07 19:14:54,0,1,Estamos en populusaurio toda esta linda tarde en Parque Balmaceda #EnTuCabezaHayUnPaís https://t.co/X9kiRbHtzo,,
235,"6,63057382814188E+017",2015-11-07 18:16:13,1,4,Vente al Parque Balmaceda esta tarde y dinos #EnTuCabezaHayUnPais @Populusaurio https://t.co/l7Kwawop3Z,,
236,"6,63048270760051E+017",2015-11-07 17:40:01,5,1,"Lindo encuentro, buenas ideas y participación todo el día @Populusaurio #EnTuCabezaHayUnPais https://t.co/KybmZTZ6AA",,
237,"6,63045717028676E+017",2015-11-07 17:29:52,0,10,RT @reformasavanzan: ¡Hoy todos al Parque Balmaceda! @Populusaurio #EnTuCabezaHayUnPais https://t.co/24Hg5c6Pky,,
238,"6,63038002248204E+017",2015-11-07 16:59:13,0,6,RT @JuntoalBarrio: Directoras ejecutivas de @FTrascender y @Hdecristo junto a  @cjustinp de #JAB #Populusaurio Soc. Civil Organizada :) htt…,,
239,"6,6303624121514E+017",2015-11-07 16:52:13,4,7,Fundación @rostrosnuevos tambien es parte de las 58 organizaciones q hoy estan en @Populusaurio https://t.co/dVf3qSekYk,,
240,"6,6303559761177E+017",2015-11-07 16:49:39,0,16,RT @natalinotrio: Ya vamos camino a Antofagasta a la cena de pan y vino y mañana La Serena en el cierre norte de la gira Teleton ,) https:/…,
241,"6,63035102579008E+017",2015-11-07 16:47:41,2,4,Apoyo y cooperación es @Populusaurio. 2015 💪😃 saludos a @JuntoalBarrio @IgualesChile  https://t.co/9NCkaAVsPQ,,
242,"6,63018434616259E+017",2015-11-07 15:41:27,1,0,Sabemos que también #EnTuCabezaHayUnPais más Inclusivo @Populusaurio 2015 Parque Balmaceda todo el día 💪😊 https://t.co/MMyi6cUVfw,,
243,"6,63017014441693E+017",2015-11-07 15:35:49,0,2,"RT @Populusaurio: ""Felicito a organizadores, ONGs que son parte de Populusaurio"" @orrego #EnTuCabezaHayUnPais",,
244,"6,63015643944456E+017",2015-11-07 15:30:22,0,0,https://t.co/2vWIJ4AHNK,,
245,"6,63015453795709E+017",2015-11-07 15:29:37,1,1,Listo nuestro stand en la feria ciudadana @Populusaurio 2015 #EnTuCabezaHayUnPais + Participativo https://t.co/G87r5jxsiv,,
246,"6,6273987038575E+017",2015-11-06 21:14:32,0,8,RT @Populusaurio: #EnTuCabezaHayUnPais que lucha por sus ideales. Nos vemos mañana desde las 12! https://t.co/KHWjpxZKhD https://t.co/ve5KY…,,
247,"6,62738926566687E+017",2015-11-06 21:10:47,0,0,Populusaurio: por una sociedad civil organizada y participativa https://t.co/jCwGuSWm1Y,,
